Mod:Item:MetaData, Localized Name
ExtraTiC:chunk:183, Blutonium Chunk
ExtraTiC:chunk:184, Ludicrite Chunk
ExtraTiC:chunk:185, Bedrockium Chunk
ExtraTiC:chunk:186, Tear Jerker Chunk
ExtraTiC:chunk:189, Enderium Chunk
ExtraTiC:chunk:190, Signalum Chunk
ExtraTiC:chunk:191, Lumium Chunk
ExtraTiC:chunk:2000, Constantan Chunk
ExtraTiC:chunk:100, Angmallen Chunk
ExtraTiC:chunk:101, Damascus Steel Chunk
ExtraTiC:chunk:102, Hepatizon Chunk
ExtraTiC:chunk:103, Brass Chunk
ExtraTiC:chunk:104, Electrum Chunk
ExtraTiC:chunk:105, Platinum Chunk
ExtraTiC:chunk:106, Silver Chunk
ExtraTiC:chunk:107, Amordrine Chunk
ExtraTiC:chunk:108, Ceruclase Chunk
ExtraTiC:chunk:109, Ignatius Chunk
ExtraTiC:chunk:110, Inolashite Chunk
ExtraTiC:chunk:111, Kalendrite Chunk
ExtraTiC:chunk:112, Midasium Chunk
ExtraTiC:chunk:113, Sanguinite Chunk
ExtraTiC:chunk:114, Shadow Iron Chunk
ExtraTiC:chunk:115, Shadow Steel Chunk
ExtraTiC:chunk:116, Vulcanite Chunk
ExtraTiC:chunk:117, Vyroxeres Chunk
ExtraTiC:chunk:118, Adamantine Chunk
ExtraTiC:chunk:119, Astral Silver Chunk
ExtraTiC:chunk:120, Atlarus Chunk
ExtraTiC:chunk:121, Black Steel Chunk
ExtraTiC:chunk:122, Carmot Chunk
ExtraTiC:chunk:123, Celenegil Chunk
ExtraTiC:chunk:124, Deep Iron Chunk
ExtraTiC:chunk:125, Haderoth Chunk
ExtraTiC:chunk:126, Mithril Chunk
ExtraTiC:chunk:127, Orichalcum Chunk
ExtraTiC:crossbar:128, Oureclase Crossbar
ExtraTiC:crossbar:129, Prometheum Crossbar
ExtraTiC:crossbar:130, Quicksilver Crossbar
ExtraTiC:crossbar:131, Tartarite Crossbar
ExtraTiC:crossbar:132, Desichalkos Crossbar
ExtraTiC:crossbar:133, Eximite Crossbar
ExtraTiC:crossbar:134, Bloodwood Crossbar
ExtraTiC:crossbar:135, Darkwood Crossbar
ExtraTiC:crossbar:136, Fusewood Crossbar
ExtraTiC:crossbar:137, Ghostwood Crossbar
ExtraTiC:crossbar:138, Nether Quartz Crossbar
ExtraTiC:crossbar:139, Refined Glowstone Crossbar
ExtraTiC:crossbar:140, Osmium Crossbar
ExtraTiC:crossbar:141, Pokefennium Crossbar
ExtraTiC:crossbar:142, Fairy Crossbar
ExtraTiC:crossbar:143, Certus Quartz Crossbar
ExtraTiC:crossbar:144, Ender Amethyst Crossbar
ExtraTiC:crossbar:160, Fiery Crossbar
ExtraTiC:crossbar:161, Ironwood Crossbar
ExtraTiC:crossbar:162, KnightMetal Crossbar
ExtraTiC:crossbar:163, Steelleaf Crossbar
ExtraTiC:crossbar:164, Amethyst Crossbar
ExtraTiC:crossbar:165, Peridot Crossbar
ExtraTiC:crossbar:166, Ruby Crossbar
ExtraTiC:crossbar:167, Sapphire Crossbar
ExtraTiC:crossbar:171, Dark Steel Crossbar
ExtraTiC:crossbar:172, Void Metal Crossbar
ExtraTiC:crossbar:173, RedAurum Crossbar
ExtraTiC:crossbar:180, Glue Crossbar
ExtraTiC:crossbar:181, Yellorium Crossbar
ExtraTiC:crossbar:182, Cyanite Crossbar
ExtraTiC:crossbar:183, Blutonium Crossbar
ExtraTiC:crossbar:184, Ludicrite Crossbar
ExtraTiC:crossbar:185, Bedrockium Crossbar
ExtraTiC:crossbar:186, Tear Jerker Crossbar
ExtraTiC:crossbar:189, Enderium Crossbar
ExtraTiC:crossbar:190, Signalum Crossbar
ExtraTiC:crossbar:191, Lumium Crossbar
ExtraTiC:crossbar:2000, Constantan Crossbar
ExtraTiC:crossbar:100, Angmallen Crossbar
ExtraTiC:crossbar:101, Damascus Steel Crossbar
ExtraTiC:crossbar:102, Hepatizon Crossbar
ExtraTiC:crossbar:103, Brass Crossbar
ExtraTiC:crossbar:104, Electrum Crossbar
ExtraTiC:crossbar:105, Platinum Crossbar
ExtraTiC:crossbar:106, Silver Crossbar
ExtraTiC:crossbar:107, Amordrine Crossbar
ExtraTiC:crossbar:108, Ceruclase Crossbar
ExtraTiC:crossbar:109, Ignatius Crossbar
ExtraTiC:crossbar:110, Inolashite Crossbar
ExtraTiC:crossbar:111, Kalendrite Crossbar
ExtraTiC:crossbar:112, Midasium Crossbar
ExtraTiC:crossbar:113, Sanguinite Crossbar
ExtraTiC:crossbar:114, Shadow Iron Crossbar
ExtraTiC:crossbar:115, Shadow Steel Crossbar
ExtraTiC:crossbar:116, Vulcanite Crossbar
ExtraTiC:crossbar:117, Vyroxeres Crossbar
ExtraTiC:crossbar:118, Adamantine Crossbar
ExtraTiC:crossbar:119, Astral Silver Crossbar
ExtraTiC:crossbar:120, Atlarus Crossbar
ExtraTiC:crossbar:121, Black Steel Crossbar
ExtraTiC:crossbar:122, Carmot Crossbar
ExtraTiC:crossbar:123, Celenegil Crossbar
ExtraTiC:crossbar:124, Deep Iron Crossbar
ExtraTiC:crossbar:125, Haderoth Crossbar
ExtraTiC:crossbar:126, Mithril Crossbar
ExtraTiC:crossbar:127, Orichalcum Crossbar
ExtraTiC:excavatorHead:128, Oureclase Excavator Head
ExtraTiC:excavatorHead:129, Prometheum Excavator Head
ExtraTiC:excavatorHead:130, Quicksilver Excavator Head
ExtraTiC:excavatorHead:131, Tartarite Excavator Head
ExtraTiC:excavatorHead:132, Desichalkos Excavator Head
ExtraTiC:excavatorHead:133, Eximite Excavator Head
ExtraTiC:excavatorHead:134, Bloodwood Excavator Head
ExtraTiC:excavatorHead:135, Darkwood Excavator Head
ExtraTiC:excavatorHead:136, Fusewood Excavator Head
ExtraTiC:excavatorHead:137, Ghostwood Excavator Head
ExtraTiC:excavatorHead:138, Nether Quartz Excavator Head
ExtraTiC:excavatorHead:139, Refined Glowstone Excavator Head
ExtraTiC:excavatorHead:140, Osmium Excavator Head
ExtraTiC:excavatorHead:141, Pokefennium Excavator Head
ExtraTiC:excavatorHead:142, Fairy Excavator Head
ExtraTiC:excavatorHead:143, Certus Quartz Excavator Head
ExtraTiC:excavatorHead:144, Ender Amethyst Excavator Head
ExtraTiC:excavatorHead:160, Fiery Excavator Head
ExtraTiC:excavatorHead:161, Ironwood Excavator Head
ExtraTiC:excavatorHead:162, KnightMetal Excavator Head
ExtraTiC:excavatorHead:163, Steelleaf Excavator Head
ExtraTiC:excavatorHead:164, Amethyst Excavator Head
ExtraTiC:excavatorHead:165, Peridot Excavator Head
ExtraTiC:excavatorHead:166, Ruby Excavator Head
ExtraTiC:excavatorHead:167, Sapphire Excavator Head
ExtraTiC:excavatorHead:171, Dark Steel Excavator Head
ExtraTiC:excavatorHead:172, Void Metal Excavator Head
ExtraTiC:excavatorHead:173, RedAurum Excavator Head
ExtraTiC:excavatorHead:180, Glue Excavator Head
ExtraTiC:excavatorHead:181, Yellorium Excavator Head
ExtraTiC:excavatorHead:182, Cyanite Excavator Head
ExtraTiC:excavatorHead:183, Blutonium Excavator Head
ExtraTiC:excavatorHead:184, Ludicrite Excavator Head
ExtraTiC:excavatorHead:185, Bedrockium Excavator Head
ExtraTiC:excavatorHead:186, Tear Jerker Excavator Head
ExtraTiC:excavatorHead:189, Enderium Excavator Head
ExtraTiC:excavatorHead:190, Signalum Excavator Head
ExtraTiC:excavatorHead:191, Lumium Excavator Head
ExtraTiC:excavatorHead:2000, Constantan Excavator Head
ExtraTiC:excavatorHead:100, Angmallen Excavator Head
ExtraTiC:excavatorHead:101, Damascus Steel Excavator Head
ExtraTiC:excavatorHead:102, Hepatizon Excavator Head
ExtraTiC:excavatorHead:103, Brass Excavator Head
ExtraTiC:excavatorHead:104, Electrum Excavator Head
ExtraTiC:excavatorHead:105, Platinum Excavator Head
ExtraTiC:excavatorHead:106, Silver Excavator Head
ExtraTiC:excavatorHead:107, Amordrine Excavator Head
ExtraTiC:excavatorHead:108, Ceruclase Excavator Head
ExtraTiC:excavatorHead:109, Ignatius Excavator Head
ExtraTiC:excavatorHead:110, Inolashite Excavator Head
ExtraTiC:excavatorHead:111, Kalendrite Excavator Head
ExtraTiC:excavatorHead:112, Midasium Excavator Head
ExtraTiC:excavatorHead:113, Sanguinite Excavator Head
ExtraTiC:excavatorHead:114, Shadow Iron Excavator Head
ExtraTiC:excavatorHead:115, Shadow Steel Excavator Head
ExtraTiC:excavatorHead:116, Vulcanite Excavator Head
ExtraTiC:excavatorHead:117, Vyroxeres Excavator Head
ExtraTiC:excavatorHead:118, Adamantine Excavator Head
ExtraTiC:excavatorHead:119, Astral Silver Excavator Head
ExtraTiC:excavatorHead:120, Atlarus Excavator Head
ExtraTiC:excavatorHead:121, Black Steel Excavator Head
ExtraTiC:excavatorHead:122, Carmot Excavator Head
ExtraTiC:excavatorHead:123, Celenegil Excavator Head
ExtraTiC:excavatorHead:124, Deep Iron Excavator Head
ExtraTiC:excavatorHead:125, Haderoth Excavator Head
ExtraTiC:excavatorHead:126, Mithril Excavator Head
ExtraTiC:excavatorHead:127, Orichalcum Excavator Head
ExtraTiC:frypanHead:128, Oureclase Pan Head
ExtraTiC:frypanHead:129, Prometheum Pan Head
ExtraTiC:frypanHead:130, Quicksilver Pan Head
ExtraTiC:frypanHead:131, Tartarite Pan Head
ExtraTiC:frypanHead:132, Desichalkos Pan Head
ExtraTiC:frypanHead:133, Eximite Pan Head
ExtraTiC:frypanHead:134, Bloodwood Pan Head
ExtraTiC:frypanHead:135, Darkwood Pan Head
ExtraTiC:frypanHead:136, Fusewood Pan Head
ExtraTiC:frypanHead:137, Ghostwood Pan Head
ExtraTiC:frypanHead:138, Nether Quartz Pan Head
ExtraTiC:frypanHead:139, Refined Glowstone Pan Head
ExtraTiC:frypanHead:140, Osmium Pan Head
ExtraTiC:frypanHead:141, Pokefennium Pan Head
ExtraTiC:frypanHead:142, Fairy Pan Head
ExtraTiC:frypanHead:143, Certus Quartz Pan Head
ExtraTiC:frypanHead:144, Ender Amethyst Pan Head
ExtraTiC:frypanHead:160, Fiery Pan Head
ExtraTiC:frypanHead:161, Ironwood Pan Head
ExtraTiC:frypanHead:162, KnightMetal Pan Head
ExtraTiC:frypanHead:163, Steelleaf Pan Head
ExtraTiC:frypanHead:164, Amethyst Pan Head
ExtraTiC:frypanHead:165, Peridot Pan Head
ExtraTiC:frypanHead:166, Ruby Pan Head
ExtraTiC:frypanHead:167, Sapphire Pan Head
ExtraTiC:frypanHead:171, Dark Steel Pan Head
ExtraTiC:frypanHead:172, Void Metal Pan Head
ExtraTiC:frypanHead:173, RedAurum Pan Head
ExtraTiC:frypanHead:180, Glue Pan Head
ExtraTiC:frypanHead:181, Yellorium Pan Head
ExtraTiC:frypanHead:182, Cyanite Pan Head
ExtraTiC:frypanHead:183, Blutonium Pan Head
ExtraTiC:frypanHead:184, Ludicrite Pan Head
ExtraTiC:frypanHead:185, Bedrockium Pan Head
ExtraTiC:frypanHead:186, Tear Jerker Pan Head
ExtraTiC:frypanHead:189, Enderium Pan Head
ExtraTiC:frypanHead:190, Signalum Pan Head
ExtraTiC:frypanHead:191, Lumium Pan Head
ExtraTiC:frypanHead:2000, Constantan Pan Head
ExtraTiC:frypanHead:100, Angmallen Pan Head
ExtraTiC:frypanHead:101, Damascus Steel Pan Head
ExtraTiC:frypanHead:102, Hepatizon Pan Head
ExtraTiC:frypanHead:103, Brass Pan Head
ExtraTiC:frypanHead:104, Electrum Pan Head
ExtraTiC:frypanHead:105, Platinum Pan Head
ExtraTiC:frypanHead:106, Silver Pan Head
ExtraTiC:frypanHead:107, Amordrine Pan Head
ExtraTiC:frypanHead:108, Ceruclase Pan Head
ExtraTiC:frypanHead:109, Ignatius Pan Head
ExtraTiC:frypanHead:110, Inolashite Pan Head
ExtraTiC:frypanHead:111, Kalendrite Pan Head
ExtraTiC:frypanHead:112, Midasium Pan Head
ExtraTiC:frypanHead:113, Sanguinite Pan Head
ExtraTiC:frypanHead:114, Shadow Iron Pan Head
ExtraTiC:frypanHead:115, Shadow Steel Pan Head
ExtraTiC:frypanHead:116, Vulcanite Pan Head
ExtraTiC:frypanHead:117, Vyroxeres Pan Head
ExtraTiC:frypanHead:118, Adamantine Pan Head
ExtraTiC:frypanHead:119, Astral Silver Pan Head
ExtraTiC:frypanHead:120, Atlarus Pan Head
ExtraTiC:frypanHead:121, Black Steel Pan Head
ExtraTiC:frypanHead:122, Carmot Pan Head
ExtraTiC:frypanHead:123, Celenegil Pan Head
ExtraTiC:frypanHead:124, Deep Iron Pan Head
ExtraTiC:frypanHead:125, Haderoth Pan Head
ExtraTiC:frypanHead:126, Mithril Pan Head
ExtraTiC:frypanHead:127, Orichalcum Pan Head
ExtraTiC:fullGuard:128, Oureclase Full Guard
ExtraTiC:fullGuard:129, Prometheum Full Guard
ExtraTiC:fullGuard:130, Quicksilver Full Guard
ExtraTiC:fullGuard:131, Tartarite Full Guard
ExtraTiC:fullGuard:132, Desichalkos Full Guard
ExtraTiC:fullGuard:133, Eximite Full Guard
ExtraTiC:fullGuard:134, Bloodwood Full Guard
ExtraTiC:fullGuard:135, Darkwood Full Guard
ExtraTiC:fullGuard:136, Fusewood Full Guard
ExtraTiC:fullGuard:137, Ghostwood Full Guard
ExtraTiC:fullGuard:138, Nether Quartz Full Guard
ExtraTiC:fullGuard:139, Refined Glowstone Full Guard
ExtraTiC:fullGuard:140, Osmium Full Guard
ExtraTiC:fullGuard:141, Pokefennium Full Guard
ExtraTiC:fullGuard:142, Fairy Full Guard
ExtraTiC:fullGuard:143, Certus Quartz Full Guard
ExtraTiC:fullGuard:144, Ender Amethyst Full Guard
ExtraTiC:fullGuard:160, Fiery Full Guard
ExtraTiC:fullGuard:161, Ironwood Full Guard
ExtraTiC:fullGuard:162, KnightMetal Full Guard
ExtraTiC:fullGuard:163, Steelleaf Full Guard
ExtraTiC:fullGuard:164, Amethyst Full Guard
ExtraTiC:fullGuard:165, Peridot Full Guard
ExtraTiC:fullGuard:166, Ruby Full Guard
ExtraTiC:fullGuard:167, Sapphire Full Guard
ExtraTiC:fullGuard:171, Dark Steel Full Guard
ExtraTiC:fullGuard:172, Void Metal Full Guard
ExtraTiC:fullGuard:173, RedAurum Full Guard
ExtraTiC:fullGuard:180, Glue Full Guard
ExtraTiC:fullGuard:181, Yellorium Full Guard
ExtraTiC:fullGuard:182, Cyanite Full Guard
ExtraTiC:fullGuard:183, Blutonium Full Guard
ExtraTiC:fullGuard:184, Ludicrite Full Guard
ExtraTiC:fullGuard:185, Bedrockium Full Guard
ExtraTiC:fullGuard:186, Tear Jerker Full Guard
ExtraTiC:fullGuard:189, Enderium Full Guard
ExtraTiC:fullGuard:190, Signalum Full Guard
ExtraTiC:fullGuard:191, Lumium Full Guard
ExtraTiC:fullGuard:2000, Constantan Full Guard
ExtraTiC:fullGuard:100, Angmallen Full Guard
ExtraTiC:fullGuard:101, Damascus Steel Full Guard
ExtraTiC:fullGuard:102, Hepatizon Full Guard
ExtraTiC:fullGuard:103, Brass Full Guard
ExtraTiC:fullGuard:104, Electrum Full Guard
ExtraTiC:fullGuard:105, Platinum Full Guard
ExtraTiC:fullGuard:106, Silver Full Guard
ExtraTiC:fullGuard:107, Amordrine Full Guard
ExtraTiC:fullGuard:108, Ceruclase Full Guard
ExtraTiC:fullGuard:109, Ignatius Full Guard
ExtraTiC:fullGuard:110, Inolashite Full Guard
ExtraTiC:fullGuard:111, Kalendrite Full Guard
ExtraTiC:fullGuard:112, Midasium Full Guard
ExtraTiC:fullGuard:113, Sanguinite Full Guard
ExtraTiC:fullGuard:114, Shadow Iron Full Guard
ExtraTiC:fullGuard:115, Shadow Steel Full Guard
ExtraTiC:fullGuard:116, Vulcanite Full Guard
ExtraTiC:fullGuard:117, Vyroxeres Full Guard
ExtraTiC:fullGuard:118, Adamantine Full Guard
ExtraTiC:fullGuard:119, Astral Silver Full Guard
ExtraTiC:fullGuard:120, Atlarus Full Guard
ExtraTiC:fullGuard:121, Black Steel Full Guard
ExtraTiC:fullGuard:122, Carmot Full Guard
ExtraTiC:fullGuard:123, Celenegil Full Guard
ExtraTiC:fullGuard:124, Deep Iron Full Guard
ExtraTiC:fullGuard:125, Haderoth Full Guard
ExtraTiC:fullGuard:126, Mithril Full Guard
ExtraTiC:fullGuard:127, Orichalcum Full Guard
ExtraTiC:hammerHead:128, Oureclase Hammer Head
ExtraTiC:hammerHead:129, Prometheum Hammer Head
ExtraTiC:hammerHead:130, Quicksilver Hammer Head
ExtraTiC:hammerHead:131, Tartarite Hammer Head
ExtraTiC:hammerHead:132, Desichalkos Hammer Head
ExtraTiC:hammerHead:133, Eximite Hammer Head
ExtraTiC:hammerHead:134, Bloodwood Hammer Head
ExtraTiC:hammerHead:135, Darkwood Hammer Head
ExtraTiC:hammerHead:136, Fusewood Hammer Head
ExtraTiC:hammerHead:137, Ghostwood Hammer Head
ExtraTiC:hammerHead:138, Nether Quartz Hammer Head
ExtraTiC:hammerHead:139, Refined Glowstone Hammer Head
ExtraTiC:hammerHead:140, Osmium Hammer Head
ExtraTiC:hammerHead:141, Pokefennium Hammer Head
ExtraTiC:hammerHead:142, Fairy Hammer Head
ExtraTiC:hammerHead:143, Certus Quartz Hammer Head
ExtraTiC:hammerHead:144, Ender Amethyst Hammer Head
ExtraTiC:hammerHead:160, Fiery Hammer Head
ExtraTiC:hammerHead:161, Ironwood Hammer Head
ExtraTiC:hammerHead:162, KnightMetal Hammer Head
ExtraTiC:hammerHead:163, Steelleaf Hammer Head
ExtraTiC:hammerHead:164, Amethyst Hammer Head
ExtraTiC:hammerHead:165, Peridot Hammer Head
ExtraTiC:hammerHead:166, Ruby Hammer Head
ExtraTiC:hammerHead:167, Sapphire Hammer Head
ExtraTiC:hammerHead:171, Dark Steel Hammer Head
ExtraTiC:hammerHead:172, Void Metal Hammer Head
ExtraTiC:hammerHead:173, RedAurum Hammer Head
ExtraTiC:hammerHead:180, Glue Hammer Head
ExtraTiC:hammerHead:181, Yellorium Hammer Head
ExtraTiC:hammerHead:182, Cyanite Hammer Head
ExtraTiC:hammerHead:183, Blutonium Hammer Head
ExtraTiC:hammerHead:184, Ludicrite Hammer Head
ExtraTiC:hammerHead:185, Bedrockium Hammer Head
ExtraTiC:hammerHead:186, Tear Jerker Hammer Head
ExtraTiC:hammerHead:189, Enderium Hammer Head
ExtraTiC:hammerHead:190, Signalum Hammer Head
ExtraTiC:hammerHead:191, Lumium Hammer Head
ExtraTiC:hammerHead:2000, Constantan Hammer Head
ExtraTiC:hammerHead:100, Angmallen Hammer Head
ExtraTiC:hammerHead:101, Damascus Steel Hammer Head
ExtraTiC:hammerHead:102, Hepatizon Hammer Head
ExtraTiC:hammerHead:103, Brass Hammer Head
ExtraTiC:hammerHead:104, Electrum Hammer Head
ExtraTiC:hammerHead:105, Platinum Hammer Head
ExtraTiC:hammerHead:106, Silver Hammer Head
ExtraTiC:hammerHead:107, Amordrine Hammer Head
ExtraTiC:hammerHead:108, Ceruclase Hammer Head
ExtraTiC:hammerHead:109, Ignatius Hammer Head
ExtraTiC:hammerHead:110, Inolashite Hammer Head
ExtraTiC:hammerHead:111, Kalendrite Hammer Head
ExtraTiC:hammerHead:112, Midasium Hammer Head
ExtraTiC:hammerHead:113, Sanguinite Hammer Head
ExtraTiC:hammerHead:114, Shadow Iron Hammer Head
ExtraTiC:hammerHead:115, Shadow Steel Hammer Head
ExtraTiC:hammerHead:116, Vulcanite Hammer Head
ExtraTiC:hammerHead:117, Vyroxeres Hammer Head
ExtraTiC:hammerHead:118, Adamantine Hammer Head
ExtraTiC:hammerHead:119, Astral Silver Hammer Head
ExtraTiC:hammerHead:120, Atlarus Hammer Head
ExtraTiC:hammerHead:121, Black Steel Hammer Head
ExtraTiC:hammerHead:122, Carmot Hammer Head
ExtraTiC:hammerHead:123, Celenegil Hammer Head
ExtraTiC:hammerHead:124, Deep Iron Hammer Head
ExtraTiC:hammerHead:125, Haderoth Hammer Head
ExtraTiC:hammerHead:126, Mithril Hammer Head
ExtraTiC:hammerHead:127, Orichalcum Hammer Head
ExtraTiC:knifeBlade:128, Oureclase Knife Blade
ExtraTiC:knifeBlade:129, Prometheum Knife Blade
ExtraTiC:knifeBlade:130, Quicksilver Knife Blade
ExtraTiC:knifeBlade:131, Tartarite Knife Blade
ExtraTiC:knifeBlade:132, Desichalkos Knife Blade
ExtraTiC:knifeBlade:133, Eximite Knife Blade
ExtraTiC:knifeBlade:134, Bloodwood Knife Blade
ExtraTiC:knifeBlade:135, Darkwood Knife Blade
ExtraTiC:knifeBlade:136, Fusewood Knife Blade
ExtraTiC:knifeBlade:137, Ghostwood Knife Blade
ExtraTiC:knifeBlade:138, Nether Quartz Knife Blade
ExtraTiC:knifeBlade:139, Refined Glowstone Knife Blade
ExtraTiC:knifeBlade:140, Osmium Knife Blade
ExtraTiC:knifeBlade:141, Pokefennium Knife Blade
ExtraTiC:knifeBlade:142, Fairy Knife Blade
ExtraTiC:knifeBlade:143, Certus Quartz Knife Blade
ExtraTiC:knifeBlade:144, Ender Amethyst Knife Blade
ExtraTiC:knifeBlade:160, Fiery Knife Blade
ExtraTiC:knifeBlade:161, Ironwood Knife Blade
ExtraTiC:knifeBlade:162, KnightMetal Knife Blade
ExtraTiC:knifeBlade:163, Steelleaf Knife Blade
ExtraTiC:knifeBlade:164, Amethyst Knife Blade
ExtraTiC:knifeBlade:165, Peridot Knife Blade
ExtraTiC:knifeBlade:166, Ruby Knife Blade
ExtraTiC:knifeBlade:167, Sapphire Knife Blade
ExtraTiC:knifeBlade:171, Dark Steel Knife Blade
ExtraTiC:knifeBlade:172, Void Metal Knife Blade
ExtraTiC:knifeBlade:173, RedAurum Knife Blade
ExtraTiC:knifeBlade:180, Glue Knife Blade
ExtraTiC:knifeBlade:181, Yellorium Knife Blade
ExtraTiC:knifeBlade:182, Cyanite Knife Blade
ExtraTiC:knifeBlade:183, Blutonium Knife Blade
ExtraTiC:knifeBlade:184, Ludicrite Knife Blade
ExtraTiC:knifeBlade:185, Bedrockium Knife Blade
ExtraTiC:knifeBlade:186, Tear Jerker Knife Blade
ExtraTiC:knifeBlade:189, Enderium Knife Blade
ExtraTiC:knifeBlade:190, Signalum Knife Blade
ExtraTiC:knifeBlade:191, Lumium Knife Blade
ExtraTiC:knifeBlade:2000, Constantan Knife Blade
ExtraTiC:knifeBlade:100, Angmallen Knife Blade
ExtraTiC:knifeBlade:101, Damascus Steel Knife Blade
ExtraTiC:knifeBlade:102, Hepatizon Knife Blade
ExtraTiC:knifeBlade:103, Brass Knife Blade
ExtraTiC:knifeBlade:104, Electrum Knife Blade
ExtraTiC:knifeBlade:105, Platinum Knife Blade
ExtraTiC:knifeBlade:106, Silver Knife Blade
ExtraTiC:knifeBlade:107, Amordrine Knife Blade
ExtraTiC:knifeBlade:108, Ceruclase Knife Blade
ExtraTiC:knifeBlade:109, Ignatius Knife Blade
ExtraTiC:knifeBlade:110, Inolashite Knife Blade
ExtraTiC:knifeBlade:111, Kalendrite Knife Blade
ExtraTiC:knifeBlade:112, Midasium Knife Blade
ExtraTiC:knifeBlade:113, Sanguinite Knife Blade
ExtraTiC:knifeBlade:114, Shadow Iron Knife Blade
ExtraTiC:knifeBlade:115, Shadow Steel Knife Blade
ExtraTiC:knifeBlade:116, Vulcanite Knife Blade
ExtraTiC:knifeBlade:117, Vyroxeres Knife Blade
ExtraTiC:knifeBlade:118, Adamantine Knife Blade
ExtraTiC:knifeBlade:119, Astral Silver Knife Blade
ExtraTiC:knifeBlade:120, Atlarus Knife Blade
ExtraTiC:knifeBlade:121, Black Steel Knife Blade
ExtraTiC:knifeBlade:122, Carmot Knife Blade
ExtraTiC:knifeBlade:123, Celenegil Knife Blade
ExtraTiC:knifeBlade:124, Deep Iron Knife Blade
ExtraTiC:knifeBlade:125, Haderoth Knife Blade
ExtraTiC:knifeBlade:126, Mithril Knife Blade
ExtraTiC:knifeBlade:127, Orichalcum Knife Blade
ExtraTiC:largeGuard:128, Oureclase Large Guard
ExtraTiC:largeGuard:129, Prometheum Large Guard
ExtraTiC:largeGuard:130, Quicksilver Large Guard
ExtraTiC:largeGuard:131, Tartarite Large Guard
ExtraTiC:largeGuard:132, Desichalkos Large Guard
ExtraTiC:largeGuard:133, Eximite Large Guard
ExtraTiC:largeGuard:134, Bloodwood Large Guard
ExtraTiC:largeGuard:135, Darkwood Large Guard
ExtraTiC:largeGuard:136, Fusewood Large Guard
ExtraTiC:largeGuard:137, Ghostwood Large Guard
ExtraTiC:largeGuard:138, Nether Quartz Large Guard
ExtraTiC:largeGuard:139, Refined Glowstone Large Guard
ExtraTiC:largeGuard:140, Osmium Large Guard
ExtraTiC:largeGuard:141, Pokefennium Large Guard
ExtraTiC:largeGuard:142, Fairy Large Guard
ExtraTiC:largeGuard:143, Certus Quartz Large Guard
ExtraTiC:largeGuard:144, Ender Amethyst Large Guard
ExtraTiC:largeGuard:160, Fiery Large Guard
ExtraTiC:largeGuard:161, Ironwood Large Guard
ExtraTiC:largeGuard:162, KnightMetal Large Guard
ExtraTiC:largeGuard:163, Steelleaf Large Guard
ExtraTiC:largeGuard:164, Amethyst Large Guard
ExtraTiC:largeGuard:165, Peridot Large Guard
ExtraTiC:largeGuard:166, Ruby Large Guard
ExtraTiC:largeGuard:167, Sapphire Large Guard
ExtraTiC:largeGuard:171, Dark Steel Large Guard
ExtraTiC:largeGuard:172, Void Metal Large Guard
ExtraTiC:largeGuard:173, RedAurum Large Guard
ExtraTiC:largeGuard:180, Glue Large Guard
ExtraTiC:largeGuard:181, Yellorium Large Guard
ExtraTiC:largeGuard:182, Cyanite Large Guard
ExtraTiC:largeGuard:183, Blutonium Large Guard
ExtraTiC:largeGuard:184, Ludicrite Large Guard
